"","ISO","Country","year","CC.SH.AIRP.AIR","CC.SH.AIRP.AMB","EN.ATM.PM25.MC.M3","EN.ATM.PM25.MC.ZS","SH.STA.AIRP.FE.P5","SH.STA.AIRP.MA.P5","SH.STA.AIRP.P5","total_ghg","population","region","capital","longitude","latitude","income","ghg_per_capita","Policy_Index","Policy_Index_Normalized","ghg_per_capita_normalised"
"801","CPV","Cabo Verde",2007,NA,NA,30.4994592050793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","CPV","Cabo Verde",2008,NA,NA,27.7442201959867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","CPV","Cabo Verde",2009,NA,NA,25.71385632101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","CPV","Cabo Verde",2010,NA,NA,24.9227591294962,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","CPV","Cabo Verde",2011,NA,NA,42.201991220723,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","CPV","Cabo Verde",2012,NA,NA,51.1112334865799,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","CPV","Cabo Verde",2013,NA,NA,36.414675879692,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","CPV","Cabo Verde",2014,NA,NA,31.3508458881205,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","CPV","Cabo Verde",2015,NA,NA,51.4204136901671,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","CPV","Cabo Verde",2016,49,61,43.0314900855625,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","CPV","Cabo Verde",2017,NA,NA,53.8692623569653,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",NA,"Cabo Verde",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.00553250345781466,NA
"813","CPV","Cabo Verde",2018,NA,NA,31.7384229474609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",NA,"Cabo Verde",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"815","CPV","Cabo Verde",2019,NA,NA,39.3519135244555,NA,70.7,124.9,91.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","CPV","Cabo Verde",2020,NA,NA,42.3225220905558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","CPV","Cabo Verde",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",NA,"Cabo Verde",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.00553250345781466,NA
"819","KHM","Cambodia",2000,NA,NA,29.7987214798005,100,NA,NA,NA,26.37,12462336,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",2.11597568866704e-06,NA,NA,0.32766892437576
"820","KHM","Cambodia",2001,NA,NA,29.9057244650667,NA,NA,NA,NA,26.34,12658484,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",2.08081789256913e-06,NA,NA,0.327319501179344
"821","KHM","Cambodia",2002,NA,NA,30.0191592913356,NA,NA,NA,NA,29.47,12855241,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",2.29245021544131e-06,NA,NA,0.329422853804665
"822","KHM","Cambodia",2003,NA,NA,30.098509540539,NA,NA,NA,NA,31.97,13050968,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",2.44962672500614e-06,NA,NA,0.330984985805795
"823","KHM","Cambodia",2004,NA,NA,30.1032587946087,NA,NA,NA,NA,32.98,13244731,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",2.49004679672241e-06,0,0,0.331386709242018
"824","KHM","Cambodia",2005,NA,NA,29.9928906354765,100,NA,NA,NA,31.44,13439202,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",2.33942461762239e-06,NA,NA,0.329889718841204
"825","KHM","Cambodia",2006,NA,NA,29.6130476724133,NA,NA,NA,NA,35.28,13639028,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",2.58669459436552e-06,0,0,0.332347263830964
"826","KHM","Cambodia",2007,NA,NA,28.8642622907811,NA,NA,NA,NA,36.32,13841770,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",2.62394188026531e-06,NA,NA,0.332717453863942
"827","KHM","Cambodia",2008,NA,NA,27.7883527366484,NA,NA,NA,NA,36.07,14053479,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",2.5666242501234e-06,NA,NA,0.332147790467539
"828","KHM","Cambodia",2009,NA,NA,26.427137256084,NA,NA,NA,NA,37.41,14276810,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",2.62033325371704e-06,NA,NA,0.332681588765355
"829","KHM","Cambodia",2010,NA,NA,24.8224340951565,100,NA,NA,NA,36.42,14500726,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",2.51159838479811e-06,1,0.00276625172890733,0.331600904260735
"830","KHM","Cambodia",2011,NA,NA,21.6807107694691,100,NA,NA,NA,101.44,14722584,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",6.89009483661292e-06,NA,NA,0.375117517800187
"831","KHM","Cambodia",2012,NA,NA,22.9965791117395,100,NA,NA,NA,98.97,14945085,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",6.62224403541365e-06,0,0,0.372455425931369
"832","KHM","Cambodia",2013,NA,NA,25.7785023524529,100,NA,NA,NA,99.41,15170208,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",6.55297541075244e-06,0,0,0.371766985046933
"833","KHM","Cambodia",2014,NA,NA,22.1052880421246,100,NA,NA,NA,99.73,15396772,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",6.4773317420041e-06,0,0,0.371015184437784
"834","KHM","Cambodia",2015,NA,NA,21.599028896344,100,NA,NA,NA,101.61,15623251,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",6.5037680057755e-06,2,0.00553250345781466,0.371277926839572
"835","KHM","Cambodia",2016,114,56,22.4071810127085,100,NA,NA,NA,67.96,15852803,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",4.28693903532391e-06,0,0,0.34924550300371
"836","KHM","Cambodia",2017,NA,NA,20.7075312769695,100,NA,NA,NA,70.74,16073372,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",4.40106780332092e-06,1.75,0.00484094052558783,0.350379795915744
"837","KHM","Cambodia",2018,NA,NA,22.9919425508182,NA,NA,NA,NA,71.49,16274522,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",4.39275574422401e-06,3.25,0.00899031811894882,0.350297184757457
"838","KHM","Cambodia",2019,NA,NA,22.9738017157091,NA,139.4,198.1,163.3,75.15,16481304,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",4.55971202278655e-06,0,0,0.351956515062311
"839","KHM","Cambodia",2020,NA,NA,24.1436022803452,NA,NA,NA,NA,76.54,16725474,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",4.5762529659847e-06,3.83333333333333,0.0106039649608114,0.352120910726588
"840","KHM","Cambodia",2021,NA,NA,NA,NA,NA,NA,NA,76.91,16974305,"East Asia & Pacific","Phnom Penh",104.874,11.5556,"Lower middle income",4.53096606900842e-06,1.25,0.00345781466113416,0.351670817317628
"841",NA,"Cambodia",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"842",NA,"Cambodia",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.004149377593361,NA
"843","CMR","Cameroon",2000,NA,NA,45.7765448305697,100,NA,NA,NA,140.41,14912631,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",9.41550823593771e-06,NA,NA,0.400216873283327
"844","CMR","Cameroon",2001,NA,NA,45.2627171572148,NA,NA,NA,NA,125.96,15309490,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",8.22757649013782e-06,NA,NA,0.38841036224418
"845","CMR","Cameroon",2002,NA,NA,44.0134690694333,NA,NA,NA,NA,125.8,15725528,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",7.99973139216693e-06,NA,NA,0.386145875522682
"846","CMR","Cameroon",2003,NA,NA,42.4671529656498,NA,NA,NA,NA,128.9,16160340,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",7.97631732995717e-06,NA,NA,0.385913169910657
"847","CMR","Cameroon",2004,NA,NA,41.0621212442889,NA,NA,NA,NA,125.87,16610487,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",7.57774290422671e-06,NA,NA,0.381951853636429
"848","CMR","Cameroon",2005,NA,NA,40.2367263037752,100,NA,NA,NA,128.39,17074594,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",7.51935887904567e-06,NA,NA,0.381371591647265
"849","CMR","Cameroon",2006,NA,NA,39.9040005509672,NA,NA,NA,NA,125.72,17550407,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",7.16336663873379e-06,NA,NA,0.377833487433825
"850","CMR","Cameroon",2007,NA,NA,39.6581260562121,NA,NA,NA,NA,126.31,18049896,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",6.99782425339182e-06,NA,NA,0.376188209405944
"851","CMR","Cameroon",2008,NA,NA,39.4591797131676,NA,NA,NA,NA,126.62,18574056,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",6.81703554678633e-06,NA,NA,0.374391402587844
"852","CMR","Cameroon",2009,NA,NA,39.2672384154914,NA,NA,NA,NA,126.33,19113974,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",6.60930060907271e-06,0,0,0.372326784949664
"853","CMR","Cameroon",2010,NA,NA,39.0423790568413,100,NA,NA,NA,126.76,19668066,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",6.44496515315741e-06,NA,NA,0.370693502245294
"854","CMR","Cameroon",2011,NA,NA,38.5923305752451,100,NA,NA,NA,118.53,20232304,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",5.85845289790031e-06,NA,NA,0.364864326081957
"855","CMR","Cameroon",2012,NA,NA,41.8537414482327,100,NA,NA,NA,118.82,20809529,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",5.70988415931951e-06,NA,NA,0.36338774423428
"856","CMR","Cameroon",2013,NA,NA,37.1006966036381,100,NA,NA,NA,120.61,21402376,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",5.63535562593611e-06,NA,NA,0.362647026633935
"857","CMR","Cameroon",2014,NA,NA,37.009069026736,100,NA,NA,NA,121.5,22059893,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",5.50773297041831e-06,NA,NA,0.361378621865275
"858","CMR","Cameroon",2015,NA,NA,51.9499452409616,100,NA,NA,NA,123.36,22763414,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",5.41922226604498e-06,NA,NA,0.360498939499717
"859","CMR","Cameroon",2016,141,110,44.7692534342126,100,NA,NA,NA,125.17,23454161,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",5.33679290425268e-06,NA,NA,0.3596796978443
"860","CMR","Cameroon",2017,NA,NA,43.2149077099804,100,NA,NA,NA,124.55,24128601,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",5.16192380983879e-06,NA,NA,0.357941724344642
"861","CMR","Cameroon",2018,NA,NA,40.8875596706757,NA,NA,NA,NA,125.68,24806383,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",5.06643794058973e-06,NA,NA,0.356992717826921
"862","CMR","Cameroon",2019,NA,NA,40.7355761870464,NA,178,240.8,206.7,126.58,25506095,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",4.96273537756368e-06,NA,NA,0.355962047959327
"863","CMR","Cameroon",2020,NA,NA,39.8126251004519,NA,NA,NA,NA,127.95,26210558,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",4.88162060494859e-06,NA,NA,0.355155871626634
"864","CMR","Cameroon",2021,NA,NA,NA,NA,NA,NA,NA,126.69,26915758,"Sub-Saharan Africa","Yaounde",11.5174,3.8721,"Lower middle income",4.70690812422968e-06,NA,NA,0.353419454665325
"865",NA,"Canada",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.00553250345781466,NA
"866",NA,"Canada",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.00553250345781466,NA
"867","CAN","Canada",2000,NA,NA,9.79565640755295,11.021317490341,NA,NA,NA,733.73,30685730,"North America","Ottawa",-75.6919,45.4215,"High income",2.39111143844386e-05,NA,NA,0.544284522469831
"868","CAN","Canada",2001,NA,NA,9.76086476457905,NA,NA,NA,NA,959.31,31020855,"North America","Ottawa",-75.6919,45.4215,"High income",3.09246795421983e-05,NA,NA,0.613990323961913
"869","CAN","Canada",2002,NA,NA,9.72810868247048,NA,NA,NA,NA,980.53,31359199,"North America","Ottawa",-75.6919,45.4215,"High income",3.12676991526474e-05,0,0,0.617399496948265
"870","CAN","Canada",2003,NA,NA,9.69060887185911,NA,NA,NA,NA,1002.98,31642461,"North America","Ottawa",-75.6919,45.4215,"High income",3.16972817000549e-05,1,0.00276625172890733,0.621668994001546
"871","CAN","Canada",2004,NA,NA,9.64158604337681,NA,NA,NA,NA,992.88,31938807,"North America","Ottawa",-75.6919,45.4215,"High income",3.10869469858408e-05,1,0.00276625172890733,0.615603053288688
"872","CAN","Canada",2005,NA,NA,9.57426090765544,19.6026822515034,NA,NA,NA,1006.14,32242732,"North America","Ottawa",-75.6919,45.4215,"High income",3.12051720679253e-05,NA,NA,0.61677805828512
"873","CAN","Canada",2006,NA,NA,9.40182085213359,NA,NA,NA,NA,995.43,32571193,"North America","Ottawa",-75.6919,45.4215,"High income",3.05616684043474e-05,0,0,0.610382460949982
"874","CAN","Canada",2007,NA,NA,9.08026235211045,NA,NA,NA,NA,1027.81,32888886,"North America","Ottawa",-75.6919,45.4215,"High income",3.12509824747485e-05,NA,NA,0.617233354707476
"875","CAN","Canada",2008,NA,NA,8.66701975000882,NA,NA,NA,NA,1004.8,33247298,"North America","Ottawa",-75.6919,45.4215,"High income",3.0222004807729e-05,NA,NA,0.607006642417267
"876","CAN","Canada",2009,NA,NA,8.21952738825148,NA,NA,NA,NA,970.67,33630069,"North America","Ottawa",-75.6919,45.4215,"High income",2.88631581457653e-05,NA,NA,0.59350145731576
"877","CAN","Canada",2010,NA,NA,7.79521960926122,13.6672176250704,NA,NA,NA,988.74,34005902,"North America","Ottawa",-75.6919,45.4215,"High income",2.90755410634307e-05,6,0.016597510373444,0.595612269886271
"878","CAN","Canada",2011,NA,NA,7.37287638245787,18.7208185459221,NA,NA,NA,838.85,34339221,"North America","Ottawa",-75.6919,45.4215,"High income",2.44283351681158e-05,0,0,0.549425030679795
"879","CAN","Canada",2012,NA,NA,7.58558915249491,8.33818394514693,NA,NA,NA,838.14,34713395,"North America","Ottawa",-75.6919,45.4215,"High income",2.41445701291965e-05,4,0.0110650069156293,0.546604771791715
"880","CAN","Canada",2013,NA,NA,7.26096632331949,6.63032676828626,NA,NA,NA,849.47,35080992,"North America","Ottawa",-75.6919,45.4215,"High income",2.42145376048659e-05,2,0.00553250345781466,0.547300158354783
"881","CAN","Canada",2014,NA,NA,7.38092988336422,2.02339152072758,NA,NA,NA,857.16,35434066,"North America","Ottawa",-75.6919,45.4215,"High income",2.41902806186566e-05,0,0,0.547059075164213
"882","CAN","Canada",2015,NA,NA,7.11576183142395,0.725554041704435,NA,NA,NA,857.06,35704498,"North America","Ottawa",-75.6919,45.4215,"High income",2.40042585110705e-05,2,0.00553250345781466,0.545210255083004
"883","CAN","Canada",2016,NA,7,6.40675155079521,0,NA,NA,NA,753.91,36110803,"North America","Ottawa",-75.6919,45.4215,"High income",2.08776858271471e-05,3.5,0.00968188105117566,0.514136150835893
"884","CAN","Canada",2017,NA,NA,7.04492025305158,0,NA,NA,NA,769.95,36545075,"North America","Ottawa",-75.6919,45.4215,"High income",2.1068502390541e-05,3.25,0.00899031811894882,0.516032621630724
"885","CAN","Canada",2018,NA,NA,7.09175111254794,NA,NA,NA,NA,788.43,37072620,"North America","Ottawa",-75.6919,45.4215,"High income",2.12671777716277e-05,8,0.0221300138312586,0.518007198948235
"886","CAN","Canada",2019,NA,NA,6.22680169266749,NA,6.3,10.1,8.1,778.44,37618495,"North America","Ottawa",-75.6919,45.4215,"High income",2.06930128384987e-05,3,0.00829875518672199,0.512300739258739
"887","CAN","Canada",2020,NA,NA,6.56566994375263,NA,NA,NA,NA,721.31,38028638,"North America","Ottawa",-75.6919,45.4215,"High income",1.89675475624449e-05,4.5,0.012448132780083,0.495151837479305
"888","CAN","Canada",2021,NA,NA,NA,NA,NA,NA,NA,733.27,38239864,"North America","Ottawa",-75.6919,45.4215,"High income",1.91755389088204e-05,3,0.00829875518672199,0.49721900348923
"889",NA,"Canada",2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,0.0145228215767635,NA
"890",NA,"Canada",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,0.0159059474412171,NA
"891",NA,"Canada",2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00276625172890733,NA
"892",NA,"Canada",2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.00553250345781466,NA
"893","CPV","Cape Verde",2000,NA,NA,NA,NA,NA,NA,NA,-0.05,453317,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",-1.10298091622419e-07,NA,NA,0.305542631298666
"894","CPV","Cape Verde",2001,NA,NA,NA,NA,NA,NA,NA,0.45,460293,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",9.77638156565492e-07,NA,NA,0.316355315924306
"895","CPV","Cape Verde",2002,NA,NA,NA,NA,NA,NA,NA,0.48,467046,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.02773602600172e-06,NA,NA,0.31685322420113
"896","CPV","Cape Verde",2003,NA,NA,NA,NA,NA,NA,NA,0.5,473383,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.05622719869535e-06,NA,NA,0.31713638975009
"897","CPV","Cape Verde",2004,NA,NA,NA,NA,NA,NA,NA,0.53,479370,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.10561779001606e-06,NA,NA,0.317627268593693
"898","CPV","Cape Verde",2005,NA,NA,NA,NA,NA,NA,NA,0.54,485115,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.11313812188862e-06,NA,NA,0.317702011003419
"899","CPV","Cape Verde",2006,NA,NA,NA,NA,NA,NA,NA,0.62,490728,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.26342902789325e-06,NA,NA,0.319195708976473
"900","CPV","Cape Verde",2007,NA,NA,NA,NA,NA,NA,NA,0.56,496190,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.12859993147786e-06,NA,NA,0.317855681469964
"901","CPV","Cape Verde",2008,NA,NA,NA,NA,NA,NA,NA,0.56,501355,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.11697300316143e-06,NA,NA,0.317740124782465
"902","CPV","Cape Verde",2009,NA,NA,NA,NA,NA,NA,NA,0.6,506141,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.18544042075232e-06,NA,NA,0.318420602700887
"903","CPV","Cape Verde",2010,NA,NA,NA,NA,NA,NA,NA,0.64,509784,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.25543367386972e-06,NA,NA,0.319116245458577
"904","CPV","Cape Verde",2011,NA,NA,NA,NA,NA,NA,NA,0.66,511447,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.290456293614e-06,NA,NA,0.319464325176198
"905","CPV","Cape Verde",2012,NA,NA,NA,NA,NA,NA,NA,0.63,511955,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.23057690617339e-06,NA,NA,0.318869201212776
"906","CPV","Cape Verde",2013,NA,NA,NA,NA,NA,NA,NA,0.61,512225,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.19088291278247e-06,NA,NA,0.318474694059638
"907","CPV","Cape Verde",2014,NA,NA,NA,NA,NA,NA,NA,0.6,512326,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.17112932000328e-06,NA,NA,0.318278368797657
"908","CPV","Cape Verde",2015,NA,NA,NA,NA,NA,NA,NA,0.61,512394,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.19049013064165e-06,NA,NA,0.318470790311214
"909","CPV","Cape Verde",2016,NA,NA,NA,NA,NA,NA,NA,0.61,512554,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.19011850458683e-06,NA,NA,0.318467096827026
"910","CPV","Cape Verde",2017,NA,NA,NA,NA,NA,NA,NA,0.61,512893,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.18933188793764e-06,NA,NA,0.318459278870999
"911","CPV","Cape Verde",2018,NA,NA,NA,NA,NA,NA,NA,0.65,513415,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.26603235199595e-06,NA,NA,0.319221582663968
"912","CPV","Cape Verde",2019,NA,NA,NA,NA,NA,NA,NA,0.67,514104,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.30323825529465e-06,NA,NA,0.319591361407209
"913","CPV","Cape Verde",2020,NA,NA,NA,NA,NA,NA,NA,0.63,514679,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.22406393111046e-06,NA,NA,0.318804470631874
"914","CPV","Cape Verde",2021,NA,NA,NA,NA,NA,NA,NA,0.65,516649,"Sub-Saharan Africa","Praia",-23.5087,14.9218,"Lower middle income",1.25810753528992e-06,NA,NA,0.31914282019613
"915","CYM","Cayman Islands",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","CYM","Cayman Islands",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","CYM","Cayman Islands",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","CYM","Cayman Islands",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","CYM","Cayman Islands",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","CYM","Cayman Islands",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","CYM","Cayman Islands",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","CYM","Cayman Islands",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","CYM","Cayman Islands",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","CYM","Cayman Islands",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","CYM","Cayman Islands",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","CYM","Cayman Islands",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","CYM","Cayman Islands",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","CYM","Cayman Islands",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","CYM","Cayman Islands",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","CYM","Cayman Islands",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","CYM","Cayman Islands",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","CYM","Cayman Islands",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","CYM","Cayman Islands",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","CYM","Cayman Islands",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","CYM","Cayman Islands",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","CYM","Cayman Islands",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","CAF","Central African Republic",2000,NA,NA,34.1089018072999,100,NA,NA,NA,44.22,3833416,"Sub-Saharan Africa","Bangui",21.6407,5.63056,"Low income",1.15354034104308e-05,NA,NA,0.421285900075464
"938","CAF","Central African Republic",2001,NA,NA,33.9305726911431,NA,NA,NA,NA,54.7,3919487,"Sub-Saharan Africa","Bangui",21.6407,5.63056,"Low income",1.39559080053078e-05,NA,NA,0.445342597205382
"939","CAF","Central African Republic",2002,NA,NA,33.5016255789717,NA,NA,NA,NA,49.07,4006077,"Sub-Saharan Africa","Bangui",21.6407,5.63056,"Low income",1.22488908725419e-05,NA,NA,0.428377046201907
"940","CAF","Central African Republic",2003,NA,NA,32.9894439959945,NA,NA,NA,NA,64.46,4103086,"Sub-Saharan Africa","Bangui",21.6407,5.63056,"Low income",1.57101264755357e-05,NA,NA,0.462777268689707
"941","CAF","Central African Republic",2004,NA,NA,32.5614114674204,NA,NA,NA,NA,53.8,4192826,"Sub-Saharan Africa","Bangui",21.6407,5.63056,"Low income",1.2831441133021e-05,NA,NA,0.434166845241728
"942","CAF","Central African Republic",2005,NA,NA,32.3849115184584,100,NA,NA,NA,62.11,4288810,"Sub-Saharan Africa","Bangui",21.6407,5.63056,"Low income",1.44818725940296e-05,NA,NA,0.450570007572097
"943","CAF","Central African Republic",2006,NA,NA,32.4290832518178,NA,NA,NA,NA,59.32,4377579,"Sub-Saharan Africa","Bangui",21.6407,5.63056,"Low income",1.35508690991071e-05,NA,NA,0.441317032324023
